<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20010109,073200,0.9448,0.9448,0.9447,0.9448,4
EURUSD,20010109,073300,0.9448,0.9449,0.9448,0.9449,4
EURUSD,20010109,073400,0.9449,0.9450,0.9448,0.9449,4
EURUSD,20010109,073500,0.9449,0.9452,0.9449,0.9452,4
EURUSD,20010109,073600,0.9452,0.9453,0.9452,0.9452,4
EURUSD,20010109,073700,0.9452,0.9453,0.9450,0.9451,4
EURUSD,20010109,073800,0.9451,0.9451,0.9451,0.9451,4
EURUSD,20010109,073900,0.9451,0.9455,0.9451,0.9454,4
EURUSD,20010109,074000,0.9451,0.9452,0.9451,0.9452,4
EURUSD,20010109,074100,0.9452,0.9455,0.9452,0.9454,4
EURUSD,20010109,074200,0.9454,0.9456,0.9454,0.9456,4
EURUSD,20010109,074300,0.9456,0.9456,0.9455,0.9456,4
EURUSD,20010109,074400,0.9455,0.9457,0.9455,0.9455,4
EURUSD,20010109,074500,0.9455,0.9456,0.9454,0.9455,4
EURUSD,20010109,074600,0.9455,0.9455,0.9453,0.9454,4
EURUSD,20010109,074700,0.9455,0.9455,0.9453,0.9454,4
EURUSD,20010109,074800,0.9454,0.9454,0.9453,0.9454,4
EURUSD,20010109,074900,0.9455,0.9459,0.9455,0.9459,4
EURUSD,20010109,075000,0.9460,0.9465,0.9460,0.9465,4
EURUSD,20010109,075100,0.9465,0.9466,0.9464,0.9466,4
EURUSD,20010109,075200,0.9465,0.9468,0.9463,0.9468,4
EURUSD,20010109,075300,0.9468,0.9469,0.9468,0.9468,4
EURUSD,20010109,075400,0.9468,0.9470,0.9467,0.9470,4
EURUSD,20010109,075500,0.9471,0.9473,0.9471,0.9473,4
EURUSD,20010109,075600,0.9476,0.9477,0.9473,0.9473,4
EURUSD,20010109,075700,0.9473,0.9473,0.9470,0.9470,4
EURUSD,20010109,075800,0.9470,0.9470,0.9468,0.9468,4
EURUSD,20010109,075900,0.9467,0.9468,0.9464,0.9464,4
EURUSD,20010109,080000,0.9463,0.9463,0.9462,0.9463,4
EURUSD,20010109,080100,0.9462,0.9462,0.9459,0.9459,4
EURUSD,20010109,080200,0.9459,0.9465,0.9459,0.9465,4
EURUSD,20010109,080300,0.9464,0.9467,0.9464,0.9467,4
EURUSD,20010109,080400,0.9467,0.9467,0.9465,0.9465,4
EURUSD,20010109,080500,0.9464,0.9464,0.9459,0.9459,4
EURUSD,20010109,080600,0.9460,0.9461,0.9457,0.9459,4
EURUSD,20010109,080700,0.9458,0.9458,0.9455,0.9455,4
EURUSD,20010109,080800,0.9456,0.9459,0.9455,0.9458,4
EURUSD,20010109,080900,0.9458,0.9458,0.9455,0.9457,4
EURUSD,20010109,081000,0.9457,0.9458,0.9457,0.9458,4
EURUSD,20010109,081100,0.9459,0.9463,0.9458,0.9463,4
EURUSD,20010109,081200,0.9462,0.9464,0.9462,0.9463,4
EURUSD,20010109,081300,0.9462,0.9464,0.9461,0.9463,4
EURUSD,20010109,081400,0.9463,0.9463,0.9462,0.9462,4
EURUSD,20010109,081500,0.9462,0.9462,0.9460,0.9461,4
EURUSD,20010109,081600,0.9461,0.9461,0.9461,0.9461,4
EURUSD,20010109,081700,0.9461,0.9461,0.9457,0.9457,4
EURUSD,20010109,081800,0.9456,0.9456,0.9451,0.9451,4
EURUSD,20010109,081900,0.9452,0.9452,0.9450,0.9451,4
EURUSD,20010109,082000,0.9451,0.9451,0.9448,0.9448,4
EURUSD,20010109,082100,0.9447,0.9448,0.9445,0.9445,4
EURUSD,20010109,082200,0.9444,0.9444,0.9441,0.9441,4
EURUSD,20010109,082300,0.9441,0.9442,0.9435,0.9435,4
EURUSD,20010109,082400,0.9433,0.9434,0.9431,0.9434,4
EURUSD,20010109,082500,0.9434,0.9438,0.9434,0.9437,4
EURUSD,20010109,082600,0.9436,0.9440,0.9436,0.9439,4
EURUSD,20010109,082700,0.9439,0.9439,0.9434,0.9434,4
EURUSD,20010109,082800,0.9433,0.9435,0.9431,0.9435,4
EURUSD,20010109,082900,0.9434,0.9437,0.9434,0.9435,4
EURUSD,20010109,083000,0.9434,0.9434,0.9433,0.9434,4
EURUSD,20010109,083100,0.9434,0.9434,0.9431,0.9431,4
EURUSD,20010109,083200,0.9430,0.9430,0.9427,0.9429,4
EURUSD,20010109,083300,0.9428,0.9428,0.9424,0.9424,4
EURUSD,20010109,083400,0.9423,0.9427,0.9423,0.9424,4
EURUSD,20010109,083500,0.9423,0.9424,0.9421,0.9424,4
EURUSD,20010109,083600,0.9425,0.9426,0.9424,0.9425,4
EURUSD,20010109,083700,0.9424,0.9426,0.9422,0.9422,4
EURUSD,20010109,083800,0.9422,0.9424,0.9421,0.9422,4
EURUSD,20010109,083900,0.9421,0.9421,0.9418,0.9418,4
EURUSD,20010109,084000,0.9419,0.9420,0.9418,0.9419,4
EURUSD,20010109,084100,0.9419,0.9420,0.9419,0.9420,4
EURUSD,20010109,084200,0.9420,0.9420,0.9419,0.9419,4
EURUSD,20010109,084300,0.9419,0.9421,0.9419,0.9421,4
EURUSD,20010109,084400,0.9421,0.9423,0.9419,0.9423,4
EURUSD,20010109,084500,0.9423,0.9428,0.9423,0.9428,4
EURUSD,20010109,084600,0.9428,0.9428,0.9427,0.9428,4
EURUSD,20010109,084700,0.9429,0.9431,0.9429,0.9429,4
EURUSD,20010109,084800,0.9428,0.9428,0.9423,0.9424,4
EURUSD,20010109,084900,0.9423,0.9426,0.9423,0.9426,4
EURUSD,20010109,085000,0.9426,0.9426,0.9425,0.9425,4
EURUSD,20010109,085100,0.9424,0.9425,0.9423,0.9425,4
EURUSD,20010109,085200,0.9425,0.9426,0.9424,0.9426,4
EURUSD,20010109,085300,0.9427,0.9432,0.9427,0.9432,4
EURUSD,20010109,085400,0.9431,0.9434,0.9431,0.9434,4
EURUSD,20010109,085500,0.9434,0.9434,0.9430,0.9430,4
EURUSD,20010109,085600,0.9431,0.9431,0.9430,0.9430,4
EURUSD,20010109,085700,0.9430,0.9430,0.9429,0.9430,4
EURUSD,20010109,085800,0.9430,0.9430,0.9427,0.9428,4
EURUSD,20010109,085900,0.9427,0.9427,0.9423,0.9423,4
EURUSD,20010109,090000,0.9424,0.9426,0.9423,0.9426,4
EURUSD,20010109,090100,0.9427,0.9427,0.9425,0.9425,4
EURUSD,20010109,090200,0.9425,0.9427,0.9424,0.9425,4
EURUSD,20010109,090300,0.9425,0.9426,0.9425,0.9425,4
EURUSD,20010109,090400,0.9424,0.9425,0.9422,0.9423,4
EURUSD,20010109,090500,0.9421,0.9426,0.9421,0.9426,4
EURUSD,20010109,090600,0.9426,0.9427,0.9426,0.9427,4
EURUSD,20010109,090700,0.9428,0.9428,0.9427,0.9427,4
EURUSD,20010109,090800,0.9427,0.9430,0.9427,0.9429,4
EURUSD,20010109,090900,0.9429,0.9429,0.9428,0.9428,4
EURUSD,20010109,091000,0.9428,0.9429,0.9426,0.9427,4
EURUSD,20010109,091100,0.9427,0.9428,0.9425,0.9425,4
EURUSD,20010109,091200,0.9425,0.9426,0.9424,0.9425,4
EURUSD,20010109,091300,0.9423,0.9424,0.9421,0.9423,4
EURUSD,20010109,091400,0.9422,0.9423,0.9418,0.9419,4
EURUSD,20010109,091500,0.9418,0.9419,0.9418,0.9419,4
EURUSD,20010109,091600,0.9420,0.9421,0.9418,0.9418,4
EURUSD,20010109,091700,0.9418,0.9418,0.9409,0.9410,4
EURUSD,20010109,091800,0.9409,0.9410,0.9409,0.9409,4
EURUSD,20010109,091900,0.9410,0.9411,0.9410,0.9410,4
EURUSD,20010109,092000,0.9410,0.9410,0.9399,0.9400,4
EURUSD,20010109,092100,0.9398,0.9401,0.9398,0.9401,4
EURUSD,20010109,092200,0.9400,0.9405,0.9400,0.9405,4
EURUSD,20010109,092300,0.9406,0.9408,0.9406,0.9407,4
EURUSD,20010109,092400,0.9408,0.9410,0.9407,0.9409,4
EURUSD,20010109,092500,0.9410,0.9411,0.9409,0.9409,4
EURUSD,20010109,092600,0.9410,0.9411,0.9409,0.9409,4
EURUSD,20010109,092700,0.9409,0.9409,0.9408,0.9409,4
EURUSD,20010109,092800,0.9410,0.9411,0.9410,0.9411,4
EURUSD,20010109,092900,0.9412,0.9412,0.9410,0.9410,4
EURUSD,20010109,093000,0.9411,0.9411,0.9409,0.9410,4
EURUSD,20010109,093100,0.9409,0.9410,0.9408,0.9408,4
EURUSD,20010109,093200,0.9408,0.9412,0.9408,0.9412,4
EURUSD,20010109,093300,0.9412,0.9412,0.9408,0.9409,4
EURUSD,20010109,093400,0.9408,0.9413,0.9408,0.9413,4
EURUSD,20010109,093500,0.9412,0.9414,0.9412,0.9413,4
EURUSD,20010109,093600,0.9413,0.9414,0.9413,0.9414,4
EURUSD,20010109,093700,0.9413,0.9413,0.9412,0.9412,4
EURUSD,20010109,093800,0.9412,0.9414,0.9412,0.9412,4
EURUSD,20010109,093900,0.9413,0.9416,0.9412,0.9416,4
EURUSD,20010109,094000,0.9415,0.9416,0.9412,0.9412,4
EURUSD,20010109,094100,0.9412,0.9413,0.9412,0.9413,4
EURUSD,20010109,094200,0.9412,0.9413,0.9412,0.9412,4
EURUSD,20010109,094300,0.9413,0.9414,0.9411,0.9411,4
EURUSD,20010109,094400,0.9410,0.9411,0.9410,0.9410,4
EURUSD,20010109,094500,0.9410,0.9410,0.9408,0.9408,4
EURUSD,20010109,094600,0.9407,0.9408,0.9405,0.9406,4
EURUSD,20010109,094700,0.9406,0.9406,0.9402,0.9405,4
EURUSD,20010109,094800,0.9405,0.9406,0.9404,0.9405,4
EURUSD,20010109,094900,0.9405,0.9406,0.9405,0.9405,4
EURUSD,20010109,095000,0.9405,0.9406,0.9405,0.9405,4
EURUSD,20010109,095100,0.9406,0.9406,0.9405,0.9405,4
EURUSD,20010109,095200,0.9406,0.9407,0.9405,0.9407,4
EURUSD,20010109,095300,0.9406,0.9408,0.9406,0.9408,4
EURUSD,20010109,095400,0.9408,0.9409,0.9406,0.9409,4
EURUSD,20010109,095500,0.9410,0.9411,0.9409,0.9411,4
EURUSD,20010109,095600,0.9411,0.9412,0.9411,0.9412,4
EURUSD,20010109,095700,0.9412,0.9414,0.9412,0.9414,4
EURUSD,20010109,095800,0.9413,0.9413,0.9412,0.9412,4
EURUSD,20010109,095900,0.9413,0.9414,0.9412,0.9413,4
EURUSD,20010109,100000,0.9413,0.9413,0.9408,0.9408,4
EURUSD,20010109,100100,0.9409,0.9409,0.9407,0.9408,4
EURUSD,20010109,100200,0.9409,0.9410,0.9408,0.9409,4
EURUSD,20010109,100300,0.9410,0.9410,0.9409,0.9410,4
EURUSD,20010109,100400,0.9410,0.9411,0.9410,0.9411,4
EURUSD,20010109,100500,0.9411,0.9413,0.9411,0.9412,4
EURUSD,20010109,100600,0.9412,0.9413,0.9412,0.9412,4
EURUSD,20010109,100700,0.9413,0.9413,0.9412,0.9412,4
EURUSD,20010109,100800,0.9412,0.9419,0.9412,0.9418,4
EURUSD,20010109,100900,0.9419,0.9419,0.9417,0.9417,4
EURUSD,20010109,101000,0.9417,0.9417,0.9416,0.9417,4
EURUSD,20010109,101100,0.9417,0.9417,0.9417,0.9417,4
EURUSD,20010109,101200,0.9417,0.9417,0.9416,0.9417,4
EURUSD,20010109,101300,0.9417,0.9417,0.9417,0.9417,4
EURUSD,20010109,101400,0.9417,0.9417,0.9416,0.9416,4
EURUSD,20010109,101500,0.9415,0.9416,0.9414,0.9415,4
EURUSD,20010109,101600,0.9416,0.9416,0.9414,0.9416,4
EURUSD,20010109,101700,0.9416,0.9416,0.9413,0.9413,4
EURUSD,20010109,101800,0.9412,0.9414,0.9412,0.9414,4
EURUSD,20010109,101900,0.9414,0.9414,0.9413,0.9413,4
EURUSD,20010109,102000,0.9413,0.9413,0.9411,0.9411,4
EURUSD,20010109,102100,0.9411,0.9411,0.9411,0.9411,4
EURUSD,20010109,102200,0.9411,0.9411,0.9409,0.9410,4
EURUSD,20010109,102300,0.9410,0.9411,0.9409,0.9409,4
EURUSD,20010109,102400,0.9408,0.9409,0.9408,0.9409,4
EURUSD,20010109,102500,0.9408,0.9410,0.9407,0.9407,4
EURUSD,20010109,102600,0.9408,0.9411,0.9408,0.9411,4
EURUSD,20010109,102700,0.9411,0.9411,0.9411,0.9411,4
EURUSD,20010109,102800,0.9412,0.9412,0.9410,0.9411,4
EURUSD,20010109,102900,0.9410,0.9411,0.9408,0.9411,4
EURUSD,20010109,103000,0.9411,0.9411,0.9409,0.9411,4
EURUSD,20010109,103100,0.9411,0.9411,0.9409,0.9409,4
EURUSD,20010109,103200,0.9410,0.9410,0.9409,0.9409,4
EURUSD,20010109,103300,0.9410,0.9410,0.9407,0.9407,4
EURUSD,20010109,103400,0.9406,0.9406,0.9402,0.9405,4
EURUSD,20010109,103500,0.9406,0.9406,0.9404,0.9404,4
EURUSD,20010109,103600,0.9405,0.9406,0.9402,0.9403,4
EURUSD,20010109,103700,0.9402,0.9402,0.9400,0.9402,4
EURUSD,20010109,103800,0.9402,0.9403,0.9401,0.9402,4
EURUSD,20010109,103900,0.9402,0.9405,0.9402,0.9405,4
EURUSD,20010109,104000,0.9405,0.9406,0.9403,0.9406,4
EURUSD,20010109,104100,0.9406,0.9407,0.9405,0.9406,4
EURUSD,20010109,104200,0.9407,0.9410,0.9407,0.9410,4
EURUSD,20010109,104300,0.9410,0.9412,0.9410,0.9412,4
EURUSD,20010109,104400,0.9412,0.9415,0.9412,0.9414,4
EURUSD,20010109,104500,0.9413,0.9415,0.9413,0.9413,4
EURUSD,20010109,104600,0.9413,0.9414,0.9413,0.9414,4
EURUSD,20010109,104700,0.9414,0.9414,0.9413,0.9414,4
EURUSD,20010109,104800,0.9414,0.9415,0.9413,0.9414,4
EURUSD,20010109,104900,0.9414,0.9416,0.9413,0.9416,4
EURUSD,20010109,105000,0.9417,0.9417,0.9415,0.9416,4
EURUSD,20010109,105100,0.9415,0.9416,0.9414,0.9416,4
EURUSD,20010109,105200,0.9416,0.9416,0.9415,0.9416,4
EURUSD,20010109,105300,0.9416,0.9416,0.9415,0.9416,4
EURUSD,20010109,105400,0.9416,0.9417,0.9416,0.9417,4
EURUSD,20010109,105500,0.9418,0.9418,0.9414,0.9414,4
EURUSD,20010109,105600,0.9415,0.9417,0.9415,0.9416,4
EURUSD,20010109,105700,0.9416,0.9416,0.9414,0.9416,4
EURUSD,20010109,105800,0.9416,0.9416,0.9413,0.9414,4
EURUSD,20010109,105900,0.9413,0.9413,0.9412,0.9413,4
EURUSD,20010109,110000,0.9413,0.9413,0.9410,0.9410,4
EURUSD,20010109,110100,0.9409,0.9412,0.9409,0.9412,4
EURUSD,20010109,110200,0.9411,0.9413,0.9410,0.9412,4
EURUSD,20010109,110300,0.9412,0.9413,0.9412,0.9412,4
EURUSD,20010109,110400,0.9412,0.9413,0.9410,0.9410,4
EURUSD,20010109,110500,0.9409,0.9410,0.9409,0.9410,4
EURUSD,20010109,110600,0.9411,0.9412,0.9410,0.9412,4
EURUSD,20010109,110700,0.9412,0.9414,0.9412,0.9412,4
EURUSD,20010109,110800,0.9412,0.9412,0.9410,0.9411,4
EURUSD,20010109,110900,0.9410,0.9411,0.9410,0.9411,4
EURUSD,20010109,111000,0.9411,0.9411,0.9410,0.9411,4
EURUSD,20010109,111100,0.9411,0.9411,0.9409,0.9409,4
EURUSD,20010109,111200,0.9410,0.9410,0.9407,0.9407,4
EURUSD,20010109,111300,0.9408,0.9408,0.9405,0.9405,4
EURUSD,20010109,111400,0.9405,0.9406,0.9405,0.9406,4
EURUSD,20010109,111500,0.9407,0.9408,0.9406,0.9406,4
EURUSD,20010109,111600,0.9407,0.9411,0.9406,0.9410,4
EURUSD,20010109,111700,0.9409,0.9409,0.9407,0.9408,4
EURUSD,20010109,111800,0.9407,0.9407,0.9406,0.9406,4
EURUSD,20010109,111900,0.9405,0.9406,0.9404,0.9405,4
EURUSD,20010109,112000,0.9405,0.9406,0.9405,0.9405,4
EURUSD,20010109,112100,0.9405,0.9406,0.9405,0.9405,4
EURUSD,20010109,112200,0.9405,0.9405,0.9405,0.9405,4
EURUSD,20010109,112300,0.9405,0.9407,0.9405,0.9406,4
EURUSD,20010109,112400,0.9405,0.9406,0.9405,0.9406,4
EURUSD,20010109,112500,0.9405,0.9406,0.9404,0.9404,4
EURUSD,20010109,112600,0.9405,0.9406,0.9404,0.9405,4
EURUSD,20010109,112700,0.9405,0.9405,0.9405,0.9405,4
EURUSD,20010109,112800,0.9405,0.9405,0.9404,0.9405,4
EURUSD,20010109,112900,0.9405,0.9406,0.9404,0.9406,4
EURUSD,20010109,113000,0.9405,0.9407,0.9405,0.9406,4
EURUSD,20010109,113100,0.9406,0.9408,0.9406,0.9408,4
EURUSD,20010109,113200,0.9407,0.9408,0.9406,0.9406,4
EURUSD,20010109,113300,0.9407,0.9409,0.9407,0.9408,4
EURUSD,20010109,113400,0.9408,0.9408,0.9406,0.9407,4
EURUSD,20010109,113500,0.9406,0.9406,0.9404,0.9404,4
EURUSD,20010109,113600,0.9404,0.9405,0.9402,0.9403,4
EURUSD,20010109,113700,0.9403,0.9404,0.9402,0.9403,4
EURUSD,20010109,113800,0.9402,0.9402,0.9401,0.9401,4
EURUSD,20010109,113900,0.9400,0.9401,0.9398,0.9399,4
EURUSD,20010109,114000,0.9399,0.9400,0.9398,0.9399,4
EURUSD,20010109,114100,0.9399,0.9400,0.9398,0.9398,4
EURUSD,20010109,114200,0.9398,0.9399,0.9395,0.9395,4
EURUSD,20010109,114300,0.9396,0.9399,0.9393,0.9395,4
EURUSD,20010109,114400,0.9393,0.9393,0.9386,0.9388,4
EURUSD,20010109,114500,0.9389,0.9389,0.9386,0.9387,4
EURUSD,20010109,114600,0.9385,0.9389,0.9385,0.9389,4
EURUSD,20010109,114700,0.9389,0.9390,0.9388,0.9390,4
EURUSD,20010109,114800,0.9390,0.9393,0.9390,0.9392,4
EURUSD,20010109,114900,0.9391,0.9394,0.9391,0.9394,4
EURUSD,20010109,115000,0.9394,0.9395,0.9394,0.9395,4
EURUSD,20010109,115100,0.9395,0.9395,0.9393,0.9394,4
EURUSD,20010109,115200,0.9394,0.9394,0.9393,0.9393,4
EURUSD,20010109,115300,0.9394,0.9394,0.9392,0.9392,4
EURUSD,20010109,115400,0.9392,0.9394,0.9392,0.9392,4
EURUSD,20010109,115500,0.9393,0.9394,0.9390,0.9391,4
EURUSD,20010109,115600,0.9390,0.9391,0.9387,0.9388,4
EURUSD,20010109,115700,0.9387,0.9388,0.9385,0.9387,4
EURUSD,20010109,115800,0.9387,0.9389,0.9387,0.9388,4
EURUSD,20010109,115900,0.9389,0.9391,0.9386,0.9391,4
EURUSD,20010109,120000,0.9392,0.9395,0.9392,0.9395,4
EURUSD,20010109,120100,0.9396,0.9397,0.9396,0.9397,4
EURUSD,20010109,120200,0.9397,0.9399,0.9397,0.9399,4
EURUSD,20010109,120300,0.9399,0.9399,0.9397,0.9397,4
EURUSD,20010109,120400,0.9398,0.9400,0.9398,0.9399,4
EURUSD,20010109,120500,0.9398,0.9402,0.9398,0.9399,4
EURUSD,20010109,120600,0.9400,0.9401,0.9399,0.9400,4
EURUSD,20010109,120700,0.9400,0.9400,0.9396,0.9397,4
EURUSD,20010109,120800,0.9397,0.9397,0.9396,0.9397,4
EURUSD,20010109,120900,0.9396,0.9397,0.9394,0.9394,4
EURUSD,20010109,121000,0.9394,0.9394,0.9391,0.9391,4
EURUSD,20010109,121100,0.9392,0.9393,0.9391,0.9392,4
EURUSD,20010109,121200,0.9391,0.9393,0.9391,0.9392,4
EURUSD,20010109,121300,0.9393,0.9394,0.9392,0.9394,4
EURUSD,20010109,121400,0.9394,0.9395,0.9394,0.9395,4
EURUSD,20010109,121500,0.9395,0.9397,0.9395,0.9397,4
EURUSD,20010109,121600,0.9397,0.9398,0.9395,0.9395,4
EURUSD,20010109,121700,0.9395,0.9395,0.9394,0.9395,4
EURUSD,20010109,121800,0.9395,0.9397,0.9395,0.9397,4
EURUSD,20010109,121900,0.9396,0.9398,0.9396,0.9397,4
EURUSD,20010109,122000,0.9397,0.9398,0.9395,0.9396,4
EURUSD,20010109,122100,0.9396,0.9396,0.9396,0.9396,4
EURUSD,20010109,122200,0.9396,0.9397,0.9396,0.9397,4
EURUSD,20010109,122300,0.9398,0.9405,0.9398,0.9405,4
EURUSD,20010109,122400,0.9405,0.9405,0.9404,0.9405,4
EURUSD,20010109,122500,0.9405,0.9406,0.9404,0.9405,4
EURUSD,20010109,122600,0.9407,0.9409,0.9406,0.9409,4
EURUSD,20010109,122700,0.9409,0.9409,0.9409,0.9409,4
EURUSD,20010109,122800,0.9408,0.9409,0.9407,0.9409,4
EURUSD,20010109,122900,0.9409,0.9409,0.9406,0.9407,4
EURUSD,20010109,123000,0.9408,0.9408,0.9406,0.9406,4
EURUSD,20010109,123100,0.9408,0.9409,0.9408,0.9408,4
EURUSD,20010109,123200,0.9408,0.9408,0.9406,0.9407,4
EURUSD,20010109,123300,0.9407,0.9409,0.9406,0.9408,4
EURUSD,20010109,123400,0.9407,0.9409,0.9407,0.9409,4
EURUSD,20010109,123500,0.9409,0.9409,0.9408,0.9409,4
EURUSD,20010109,123600,0.9409,0.9411,0.9409,0.9410,4
EURUSD,20010109,123700,0.9410,0.9411,0.9410,0.9411,4
EURUSD,20010109,123800,0.9411,0.9411,0.9411,0.9411,4
EURUSD,20010109,123900,0.9410,0.9410,0.9409,0.9409,4
EURUSD,20010109,124000,0.9408,0.9408,0.9405,0.9405,4
EURUSD,20010109,124100,0.9405,0.9407,0.9405,0.9407,4
EURUSD,20010109,124200,0.9408,0.9410,0.9407,0.9409,4
EURUSD,20010109,124300,0.9409,0.9411,0.9409,0.9411,4
EURUSD,20010109,124400,0.9412,0.9412,0.9411,0.9412,4
EURUSD,20010109,124500,0.9412,0.9412,0.9411,0.9412,4
EURUSD,20010109,124600,0.9411,0.9414,0.9411,0.9413,4
EURUSD,20010109,124700,0.9413,0.9414,0.9413,0.9413,4
EURUSD,20010109,124800,0.9412,0.9413,0.9412,0.9413,4
EURUSD,20010109,124900,0.9412,0.9416,0.9412,0.9416,4
EURUSD,20010109,125000,0.9415,0.9415,0.9412,0.9412,4
EURUSD,20010109,125100,0.9412,0.9414,0.9411,0.9412,4
EURUSD,20010109,125200,0.9412,0.9412,0.9412,0.9412,4
EURUSD,20010109,125300,0.9412,0.9412,0.9411,0.9411,4
EURUSD,20010109,125400,0.9411,0.9411,0.9410,0.9411,4
EURUSD,20010109,125500,0.9412,0.9413,0.9412,0.9413,4
EURUSD,20010109,125600,0.9415,0.9415,0.9414,0.9414,4
EURUSD,20010109,125700,0.9414,0.9414,0.9412,0.9412,4
EURUSD,20010109,125800,0.9413,0.9414,0.9412,0.9414,4
EURUSD,20010109,125900,0.9415,0.9417,0.9414,0.9415,4
EURUSD,20010109,130000,0.9416,0.9417,0.9414,0.9414,4
EURUSD,20010109,130100,0.9414,0.9414,0.9413,0.9414,4
EURUSD,20010109,130200,0.9415,0.9415,0.9412,0.9412,4
EURUSD,20010109,130300,0.9411,0.9412,0.9411,0.9412,4
EURUSD,20010109,130400,0.9412,0.9412,0.9411,0.9412,4
EURUSD,20010109,130500,0.9412,0.9412,0.9411,0.9411,4
EURUSD,20010109,130600,0.9410,0.9411,0.9407,0.9408,4
EURUSD,20010109,130700,0.9407,0.9407,0.9405,0.9406,4
EURUSD,20010109,130800,0.9407,0.9409,0.9407,0.9408,4
EURUSD,20010109,130900,0.9407,0.9408,0.9407,0.9408,4
EURUSD,20010109,131000,0.9408,0.9409,0.9408,0.9409,4
EURUSD,20010109,131100,0.9408,0.9408,0.9404,0.9404,4
EURUSD,20010109,131200,0.9404,0.9406,0.9404,0.9406,4
EURUSD,20010109,131300,0.9406,0.9407,0.9404,0.9404,4
EURUSD,20010109,131400,0.9404,0.9404,0.9404,0.9404,4
EURUSD,20010109,131500,0.9404,0.9405,0.9403,0.9403,4
EURUSD,20010109,131600,0.9404,0.9404,0.9398,0.9399,4
EURUSD,20010109,131700,0.9398,0.9399,0.9396,0.9397,4
EURUSD,20010109,131800,0.9396,0.9397,0.9394,0.9394,4
EURUSD,20010109,131900,0.9395,0.9399,0.9394,0.9399,4
EURUSD,20010109,132000,0.9398,0.9399,0.9397,0.9397,4
EURUSD,20010109,132100,0.9398,0.9398,0.9397,0.9398,4
EURUSD,20010109,132200,0.9398,0.9402,0.9398,0.9401,4
EURUSD,20010109,132300,0.9400,0.9405,0.9400,0.9405,4
EURUSD,20010109,132400,0.9405,0.9405,0.9405,0.9405,4
EURUSD,20010109,132500,0.9406,0.9406,0.9405,0.9405,4
EURUSD,20010109,132600,0.9405,0.9405,0.9403,0.9403,4
EURUSD,20010109,132700,0.9402,0.9403,0.9401,0.9401,4
EURUSD,20010109,132800,0.9401,0.9403,0.9401,0.9403,4
EURUSD,20010109,132900,0.9403,0.9405,0.9403,0.9405,4
EURUSD,20010109,133000,0.9405,0.9408,0.9405,0.9406,4
EURUSD,20010109,133100,0.9407,0.9412,0.9407,0.9411,4
EURUSD,20010109,133200,0.9412,0.9413,0.9409,0.9409,4
EURUSD,20010109,133300,0.9410,0.9411,0.9409,0.9409,4
EURUSD,20010109,133400,0.9410,0.9410,0.9408,0.9408,4
EURUSD,20010109,133500,0.9408,0.9408,0.9406,0.9408,4
EURUSD,20010109,133600,0.9407,0.9408,0.9406,0.9406,4
EURUSD,20010109,133700,0.9406,0.9406,0.9403,0.9404,4
EURUSD,20010109,133800,0.9403,0.9404,0.9403,0.9403,4
EURUSD,20010109,133900,0.9404,0.9404,0.9401,0.9402,4
EURUSD,20010109,134000,0.9403,0.9406,0.9403,0.9406,4
EURUSD,20010109,134100,0.9406,0.9407,0.9405,0.9405,4
EURUSD,20010109,134200,0.9406,0.9409,0.9406,0.9409,4
EURUSD,20010109,134300,0.9410,0.9410,0.9409,0.9409,4
EURUSD,20010109,134400,0.9409,0.9411,0.9409,0.9411,4
EURUSD,20010109,134500,0.9410,0.9411,0.9409,0.9410,4
EURUSD,20010109,134600,0.9411,0.9411,0.9410,0.9410,4
EURUSD,20010109,134700,0.9410,0.9412,0.9410,0.9410,4
EURUSD,20010109,134800,0.9409,0.9413,0.9409,0.9412,4
EURUSD,20010109,134900,0.9412,0.9412,0.9410,0.9410,4
EURUSD,20010109,135000,0.9410,0.9411,0.9409,0.9411,4
EURUSD,20010109,135100,0.9411,0.9411,0.9410,0.9410,4
EURUSD,20010109,135200,0.9409,0.9409,0.9404,0.9404,4
EURUSD,20010109,135300,0.9405,0.9405,0.9403,0.9403,4
EURUSD,20010109,135400,0.9404,0.9405,0.9403,0.9404,4
EURUSD,20010109,135500,0.9405,0.9406,0.9405,0.9406,4
EURUSD,20010109,135600,0.9407,0.9410,0.9406,0.9410,4
EURUSD,20010109,135700,0.9411,0.9413,0.9410,0.9413,4
EURUSD,20010109,135800,0.9413,0.9414,0.9413,0.9413,4
EURUSD,20010109,135900,0.9413,0.9413,0.9411,0.9411,4
EURUSD,20010109,140000,0.9410,0.9412,0.9410,0.9412,4
EURUSD,20010109,140100,0.9414,0.9419,0.9413,0.9417,4
EURUSD,20010109,140200,0.9417,0.9421,0.9417,0.9419,4
EURUSD,20010109,140300,0.9419,0.9420,0.9418,0.9418,4
EURUSD,20010109,140400,0.9419,0.9426,0.9419,0.9426,4
EURUSD,20010109,140500,0.9425,0.9425,0.9424,0.9425,4
EURUSD,20010109,140600,0.9425,0.9425,0.9424,0.9424,4
EURUSD,20010109,140700,0.9425,0.9427,0.9424,0.9427,4
EURUSD,20010109,140800,0.9427,0.9428,0.9426,0.9426,4
EURUSD,20010109,140900,0.9425,0.9425,0.9422,0.9422,4
